1033	0	en	TextPlugin	2017-03-24 11:54:28.665-07	2017-04-12 17:31:01.789-07	1031	212	2	0	00AX0002
232	0	en	PicturePlugin	2017-03-21 09:39:41.854-07	2017-03-21 09:39:41.95-07	231	110	2	0	001I0001
438	0	en	TextPlugin	2017-03-22 09:32:34.395-07	2017-03-22 11:06:58.274-07	437	132	5	0	00270001000300010001
660	0	en	TextPlugin	2017-03-25 10:54:36.27-07	2017-03-25 10:55:55.319-07	\N	154	1	0	003Q
870	0	en	NewsBlogLatestArticlesPlugin	2017-04-08 09:54:55.525-07	2017-04-08 10:10:58.839-07	\N	69	1	0	008G
705	0	en	TextPlugin	2017-03-27 08:36:25.424-07	2017-03-28 08:13:18.648-07	\N	169	1	4	0049
991	2	en	StylePlugin	2017-04-11 08:03:20.5-07	2017-04-11 08:04:01.653-07	\N	188	1	1	00AL
610	0	en	PicturePlugin	2017-03-25 08:12:53.548-07	2017-03-25 08:15:20.936-07	608	144	2	0	003F0002
417	1	en	StylePlugin	2017-03-22 09:03:21.318-07	2017-03-22 09:03:21.348-07	\N	130	1	0	0026
1028	1	en	TextPlugin	2017-03-24 11:26:35.269-07	2017-04-12 17:31:01.275-07	\N	128	1	0	00AU
1029	0	en	TextPlugin	2017-03-24 11:57:23.84-07	2017-04-12 17:31:01.326-07	\N	128	1	0	00AV
351	0	en	StylePlugin	2017-03-21 22:46:01.995-07	2017-03-22 11:16:37.598-07	\N	130	1	2	00A5
700	1	en	PicturePlugin	2017-03-26 16:54:40.033-07	2017-03-26 16:55:52.995-07	692	160	2	0	00450003
643	0	en	StylePlugin	2017-03-25 09:20:23.741-07	2017-03-25 09:20:23.781-07	\N	107	1	1	003J
729	0	en	PicturePlugin	2017-03-27 13:23:25.834-07	2017-03-27 13:23:26.059-07	661	155	2	0	003R0001
1030	0	en	SnippetPlugin	2017-03-24 11:46:40.751-07	2017-04-12 17:31:01.403-07	\N	129	1	0	00AW
713	1	en	NewsBlogLatestArticlesPlugin	2017-03-27 09:11:45.432-07	2017-03-27 09:19:04.891-07	\N	79	1	0	004D
709	2	en	PicturePlugin	2017-03-27 08:43:01.402-07	2017-03-27 08:43:47.544-07	705	169	2	0	00490003
647	1	en	PicturePlugin	2017-03-25 09:56:51.811-07	2017-03-25 09:56:51.947-07	645	147	2	0	003K0002
651	4	en	PicturePlugin	2017-03-25 10:09:04.579-07	2017-03-25 10:09:04.675-07	645	147	2	0	003K0005
825	0	en	PicturePlugin	2017-03-28 07:39:42.855-07	2017-03-28 07:39:42.963-07	824	185	2	0	005M0001
829	0	en	SnippetPlugin	2017-03-28 07:54:01.037-07	2017-03-28 07:54:01.158-07	828	186	2	0	005N0001
437	1	en	StylePlugin	2017-03-22 09:28:37.671-07	2017-03-22 11:06:57.942-07	436	132	4	2	0027000100030001
733	4	en	PicturePlugin	2017-03-27 13:49:14.237-07	2017-03-27 13:49:14.359-07	661	155	2	0	003R0005
655	0	en	TextPlugin	2017-03-25 10:41:21.472-07	2017-03-26 16:27:46.995-07	\N	152	1	2	003N
690	0	en	PicturePlugin	2017-03-26 09:32:32.445-07	2017-03-26 09:32:32.54-07	656	153	2	0	003O0001
775	3	en	PicturePlugin	2017-03-27 17:33:55.377-07	2017-03-27 17:33:55.558-07	665	158	2	0	003U0004
875	0	en	NewsBlogLatestArticlesPlugin	2017-04-08 14:24:14.521-07	2017-04-08 14:24:14.581-07	\N	87	1	0	008N
737	3	en	PicturePlugin	2017-03-27 14:02:28.585-07	2017-03-27 14:02:28.831-07	663	157	2	0	003T0004
564	1	en	TextPlugin	2017-03-24 11:26:35.269-07	2017-03-25 09:22:57.33-07	\N	126	1	0	008A
571	0	en	SnippetPlugin	2017-03-24 11:46:40.751-07	2017-03-24 11:53:59.286-07	\N	127	1	0	008F
694	0	en	SnippetPlugin	2017-03-26 10:14:15.909-07	2017-03-26 16:53:45.933-07	692	160	2	0	00450002
826	1	en	SnippetPlugin	2017-03-28 07:42:15.164-07	2017-03-28 07:42:15.317-07	824	185	2	0	005M0002
691	1	en	SnippetPlugin	2017-03-26 09:47:37.169-07	2017-03-26 09:47:37.293-07	656	153	2	0	003O0002
602	0	en	SlideFolderCMSPlugin	2017-03-24 14:28:23.105-07	2017-03-24 14:28:23.246-07	601	141	2	0	003C0001
995	1	en	NewsBlogFeaturedArticlesPlugin	2017-04-07 08:30:30.588-07	2017-04-11 18:04:28.337-07	\N	201	1	0	00AP
656	0	en	TextPlugin	2017-03-25 10:43:52.31-07	2017-03-26 09:47:48.194-07	\N	153	1	2	003O
607	0	en	SlideFolderCMSPlugin	2017-03-24 21:54:08.721-07	2017-03-24 21:54:08.817-07	606	143	2	0	003E0001
738	4	en	PicturePlugin	2017-03-27 14:03:18.543-07	2017-03-27 14:03:18.661-07	663	157	2	0	003T0005
830	1	en	SnippetPlugin	2017-03-28 07:56:34.657-07	2017-03-28 07:57:48.337-07	828	186	2	0	005N0002
223	0	en	PicturePlugin	2017-03-21 09:19:38.597-07	2017-03-21 09:19:38.741-07	222	109	2	0	001C0001
49	1	en	PicturePlugin	2017-03-20 09:20:42.388-07	2017-03-20 09:20:42.494-07	111	9	5	0	00AJ0001000100090002
718	0	en	TextPlugin	2017-03-27 10:40:51.281-07	2017-03-27 10:41:11.941-07	681	12	2	0	00430002
233	1	en	PicturePlugin	2017-03-21 09:42:50.571-07	2017-03-21 09:42:50.694-07	231	110	2	0	001I0002
230	1	en	TextPlugin	2017-03-21 09:36:08.754-07	2017-03-25 09:24:20.929-07	\N	110	1	0	001H
62	5	en	StylePlugin	2017-03-20 09:58:58.047-07	2017-04-10 08:39:20.257-07	74	9	4	0	00AJ000100010005
695	0	en	TextPlugin	2017-03-26 10:31:35.733-07	2017-03-26 10:32:13.06-07	\N	161	1	0	0046
996	0	en	NewsBlogFeaturedArticlesPlugin	2017-04-07 09:16:11.238-07	2017-04-11 18:04:28.406-07	\N	201	1	0	00AQ
772	0	en	PicturePlugin	2017-03-27 17:29:01.558-07	2017-03-27 17:29:01.688-07	665	158	2	0	003U0001
349	1	en	FormPlugin	2017-03-21 22:43:17.375-07	2017-03-22 10:12:10.078-07	428	130	4	4	00A5000100060005
687	0	en	PicturePlugin	2017-03-26 08:34:16.048-07	2017-03-26 16:22:54.734-07	655	152	2	0	003N0004
611	1	en	SnippetPlugin	2017-03-25 08:15:11.799-07	2017-03-25 08:39:12.21-07	608	144	2	0	003F0003
997	2	en	StylePlugin	2017-04-11 08:03:20.5-07	2017-04-11 18:04:28.477-07	\N	201	1	1	00AR
998	0	en	SubscriptionCMSPlugin	2017-04-11 08:02:48.698-07	2017-04-11 18:04:28.658-07	997	201	2	0	00AR0001
364	4	en	SubmitButton	2017-03-22 06:33:38.793-07	2017-03-22 08:48:38.537-07	349	130	5	0	00A50001000600050004
868	0	en	NewsBlogFeaturedArticlesPlugin	2017-04-07 09:16:11.238-07	2017-04-12 10:50:22.086-07	\N	188	1	0	00A2
652	0	en	TextPlugin	2017-03-25 10:17:33.875-07	2017-03-25 22:47:19.793-07	\N	150	1	1	003L
70	1	en	StylePlugin	2017-03-20 11:25:36.947-07	2017-03-20 12:12:06.32-07	58	9	5	1	00AJ0001000100060002
52	0	en	LinkPlugin	2017-03-20 09:22:51.729-07	2017-03-20 09:40:48.436-07	70	9	6	0	00AJ00010001000600020001
665	0	en	TextPlugin	2017-03-25 13:52:37.753-07	2017-03-27 17:35:13.035-07	\N	158	1	4	003U
568	1	en	SubscriptionCMSPlugin	2017-03-24 11:42:22.865-07	2017-03-24 11:42:22.899-07	569	190	2	0	008E0001
862	1	en	NewsBlogFeaturedArticlesPlugin	2017-04-07 08:30:30.588-07	2017-04-09 11:00:36.763-07	\N	188	1	0	00A1
992	0	en	NewsBlogFeaturedArticlesPlugin	2017-04-10 07:08:25.356-07	2017-04-11 18:04:27.797-07	\N	198	1	0	00AM
993	0	en	NewsBlogLatestArticlesPlugin	2017-03-29 19:19:30.087-07	2017-04-11 18:04:28.024-07	\N	202	1	0	00AN
730	1	en	PicturePlugin	2017-03-27 13:24:27.074-07	2017-03-27 13:24:27.255-07	661	155	2	0	003R0002
994	1	en	NewsBlogFeaturedArticlesPlugin	2017-04-07 08:50:02.409-07	2017-04-11 18:04:28.226-07	\N	200	1	0	00AO
661	0	en	TextPlugin	2017-03-25 13:01:26.982-07	2017-03-27 13:49:25.478-07	\N	155	1	5	003R
734	0	en	PicturePlugin	2017-03-27 13:59:56.585-07	2017-03-27 13:59:56.697-07	663	157	2	0	003T0001
57	0	en	LinkPlugin	2017-03-20 09:38:26.747-07	2017-03-20 09:39:06.306-07	73	9	6	0	00AJ00010001000600040001
59	5	en	StylePlugin	2017-03-20 09:50:55.392-07	2017-03-20 12:18:31.989-07	58	9	5	1	00AJ0001000100060006
827	2	en	SnippetPlugin	2017-03-28 07:45:31.15-07	2017-03-28 07:45:31.274-07	824	185	2	0	005M0003
831	3	en	PicturePlugin	2017-03-28 08:13:14.61-07	2017-03-28 08:13:14.772-07	705	169	2	0	00490004
649	2	en	PicturePlugin	2017-03-25 10:03:11.414-07	2017-03-25 10:03:11.51-07	645	147	2	0	003K0003
662	0	en	TextPlugin	2017-03-25 13:08:41.467-07	2017-03-27 17:14:25.931-07	\N	156	1	0	003S
773	1	en	PicturePlugin	2017-03-27 17:29:49.494-07	2017-03-27 17:29:49.605-07	665	158	2	0	003U0002
603	0	en	GalleryCMSPlugin	2017-03-24 16:40:14.888-07	2017-03-24 21:51:43.118-07	\N	142	1	1	003D
645	0	en	TextPlugin	2017-03-25 09:51:09.27-07	2017-03-25 10:09:22.219-07	\N	147	1	5	003K
79	2	en	StylePlugin	2017-03-20 12:48:55.75-07	2017-03-22 11:05:46.149-07	60	9	3	0	00AJ00010002
715	0	en	TextPlugin	2017-03-27 09:27:14.264-07	2017-03-27 09:34:14.905-07	\N	79	1	0	004E
999	0	en	SnippetPlugin	2017-04-08 10:25:12.046-07	2017-04-11 18:36:38.608-07	\N	138	1	0	00AS
681	1	en	StylePlugin	2017-03-25 15:10:13.467-07	2017-03-27 10:32:22.628-07	\N	12	1	2	0043
1000	0	en	StylePlugin	2017-03-19 08:01:16.966-07	2017-04-11 18:36:40.107-07	\N	10	1	1	00AT
719	0	en	TextPlugin	2017-03-27 10:42:02.928-07	2017-03-27 10:42:29.467-07	\N	172	1	0	004G
579	0	en	GalleryCMSPlugin	2017-03-24 12:45:52.391-07	2017-03-24 12:45:52.493-07	\N	139	1	1	0031
575	0	en	TextPlugin	2017-03-24 11:54:28.665-07	2017-03-24 11:56:09.684-07	569	190	2	0	008E0002
569	0	en	StylePlugin	2017-03-24 11:43:02.226-07	2017-03-24 11:53:59.263-07	\N	190	1	2	008E
841	1	en	StylePlugin	2017-03-31 16:35:18.917-07	2017-03-31 16:38:24.897-07	\N	8	1	0	0068
612	2	en	PicturePlugin	2017-03-25 08:21:11.69-07	2017-03-25 08:21:11.784-07	608	144	2	0	003F0004
698	1	en	PicturePlugin	2017-03-26 16:21:41.609-07	2017-03-26 16:22:54.794-07	655	152	2	0	003N0005
608	0	en	TextPlugin	2017-03-25 08:05:47.595-07	2017-03-25 08:39:15.442-07	\N	144	1	3	003F
641	0	en	TextPlugin	2017-03-25 08:50:12.906-07	2017-03-25 08:50:12.998-07	\N	145	1	0	003H
731	2	en	PicturePlugin	2017-03-27 13:25:21.402-07	2017-03-27 13:25:21.524-07	661	155	2	0	003R0003
735	1	en	PicturePlugin	2017-03-27 14:00:39.94-07	2017-03-27 14:00:40.102-07	663	157	2	0	003T0002
1003	4	en	StylePlugin	2017-03-20 09:57:33.174-07	2017-04-11 18:36:40.333-07	1002	10	4	0	00AT000100010001
692	0	en	TextPlugin	2017-03-26 10:01:06.773-07	2017-03-26 16:59:36.208-07	\N	160	1	2	0045
707	0	en	PicturePlugin	2017-03-27 08:39:09.373-07	2017-03-27 08:39:09.889-07	705	169	2	0	00490001
1006	0	en	StylePlugin	2017-03-20 10:00:37.586-07	2017-04-11 18:36:40.525-07	1005	10	5	1	00AT0001000100030001
1007	0	en	LinkPlugin	2017-03-20 09:23:59.361-07	2017-04-11 18:36:40.65-07	1006	10	6	0	00AT00010001000300010001
1004	5	en	StylePlugin	2017-03-20 09:58:58.047-07	2017-04-11 18:36:40.429-07	1002	10	4	0	00AT000100010002
53	0	en	LinkPlugin	2017-03-20 09:23:59.361-07	2017-03-20 09:41:03.947-07	63	9	6	0	00AJ00010001000600010001
54	0	en	LinkPlugin	2017-03-20 09:26:18.74-07	2017-03-20 09:41:21.538-07	71	9	6	0	00AJ00010001000600030001
1008	1	en	StylePlugin	2017-03-20 11:25:36.947-07	2017-04-11 18:36:40.844-07	1005	10	5	1	00AT0001000100030002
1009	0	en	LinkPlugin	2017-03-20 09:22:51.729-07	2017-04-11 18:36:40.885-07	1008	10	6	0	00AT00010001000300020001
1018	1	en	StylePlugin	2017-03-20 13:07:24.822-07	2017-04-11 18:36:41.26-07	1002	10	4	1	00AT000100010004
63	0	en	StylePlugin	2017-03-20 10:00:37.586-07	2017-03-20 12:16:59.876-07	58	9	5	1	00AJ0001000100060001
71	2	en	StylePlugin	2017-03-20 11:27:07.591-07	2017-03-20 12:18:10.86-07	58	9	5	1	00AJ0001000100060003
73	3	en	StylePlugin	2017-03-20 11:30:55.227-07	2017-03-20 12:19:35.293-07	58	9	5	1	00AJ0001000100060004
974	1	en	StylePlugin	2017-04-10 08:52:01.809-07	2017-04-10 08:52:35.862-07	351	130	2	0	00A50002
1020	3	en	StylePlugin	2017-03-22 09:44:25.919-07	2017-04-11 18:36:41.931-07	1002	10	4	1	00AT000100010005
873	0	en	SnippetPlugin	2017-04-08 10:25:12.046-07	2017-04-08 10:25:12.084-07	\N	82	1	0	008I
984	1	en	NewsBlogFeaturedArticlesPlugin	2017-03-25 22:17:15.458-07	2017-04-10 09:03:52.699-07	983	13	2	0	00AD0001
983	1	en	StylePlugin	2017-03-25 15:10:13.467-07	2017-04-10 09:03:52.651-07	\N	13	1	2	00AD
1021	0	en	LinkPlugin	2017-03-20 19:33:09.831-07	2017-04-11 18:36:41.977-07	1020	10	5	0	00AT0001000100050001
985	0	en	TextPlugin	2017-03-27 10:40:51.281-07	2017-04-10 09:03:52.827-07	983	13	2	0	00AD0002
986	1	en	NewsBlogLatestArticlesPlugin	2017-03-27 09:11:45.432-07	2017-04-10 09:03:52.917-07	\N	80	1	0	00AE
72	4	en	StylePlugin	2017-03-20 11:29:46.437-07	2017-03-20 12:19:16.408-07	58	9	5	1	00AJ0001000100060005
51	2	en	PicturePlugin	2017-03-20 09:21:36.792-07	2017-03-20 09:21:36.849-07	111	9	5	0	00AJ0001000100090003
987	0	en	TextPlugin	2017-03-27 09:27:14.264-07	2017-04-10 09:03:53.007-07	\N	80	1	0	00AF
64	4	en	StylePlugin	2017-03-20 10:02:45.579-07	2017-03-20 12:25:01.81-07	111	9	5	0	00AJ0001000100090004
58	0	en	StylePlugin	2017-03-20 09:46:05.352-07	2017-03-20 12:10:22.35-07	74	9	4	6	00AJ000100010006
988	1	en	NewsBlogLatestArticlesPlugin	2017-03-27 10:39:37.16-07	2017-04-10 09:03:53.075-07	\N	175	1	0	00AG
112	1	en	StylePlugin	2017-03-20 13:07:24.822-07	2017-03-20 13:20:37.208-07	74	9	4	1	00AJ000100010007
989	0	en	TextPlugin	2017-03-27 10:42:02.928-07	2017-04-10 09:03:53.167-07	\N	175	1	0	00AH
430	3	en	StylePlugin	2017-03-22 09:44:25.919-07	2017-03-22 09:46:43.622-07	74	9	4	1	00AJ000100010008
56	1	en	LinkPlugin	2017-03-20 09:35:44.522-07	2017-03-20 09:42:44.867-07	72	9	6	0	00AJ00010001000600050001
61	4	en	StylePlugin	2017-03-20 09:57:33.174-07	2017-04-10 08:21:20.04-07	74	9	4	0	00AJ000100010004
55	2	en	LinkPlugin	2017-03-20 09:34:15.542-07	2017-03-20 09:42:17.183-07	59	9	6	0	00AJ00010001000600060004
74	1	en	StylePlugin	2017-03-20 11:41:10.76-07	2017-04-10 19:19:12.442-07	60	9	3	6	00AJ00010001
1010	2	en	StylePlugin	2017-03-20 11:27:07.591-07	2017-04-11 18:36:40.929-07	1005	10	5	1	00AT0001000100030003
77	0	en	TextPlugin	2017-03-20 12:40:09.15-07	2017-03-20 12:40:46.055-07	112	9	5	0	00AJ0001000100070001
1002	1	en	StylePlugin	2017-03-20 11:41:10.76-07	2017-04-11 18:36:40.29-07	1001	10	3	6	00AT00010001
1011	0	en	LinkPlugin	2017-03-20 09:26:18.74-07	2017-04-11 18:36:40.968-07	1010	10	6	0	00AT00010001000300030001
176	0	en	LinkPlugin	2017-03-20 19:33:09.831-07	2017-03-22 10:01:39.491-07	430	9	5	0	00AJ0001000100080001
1012	3	en	StylePlugin	2017-03-20 11:30:55.227-07	2017-04-11 18:36:41.019-07	1005	10	5	1	00AT0001000100030004
1013	0	en	LinkPlugin	2017-03-20 09:38:26.747-07	2017-04-11 18:36:41.058-07	1012	10	6	0	00AT00010001000300040001
1014	4	en	StylePlugin	2017-03-20 11:29:46.437-07	2017-04-11 18:36:41.1-07	1005	10	5	1	00AT0001000100030005
1015	1	en	LinkPlugin	2017-03-20 09:35:44.522-07	2017-04-11 18:36:41.136-07	1014	10	6	0	00AT00010001000300050001
1005	0	en	StylePlugin	2017-03-20 09:46:05.352-07	2017-04-11 18:36:40.48-07	1002	10	4	6	00AT000100010003
1016	5	en	StylePlugin	2017-03-20 09:50:55.392-07	2017-04-11 18:36:41.177-07	1005	10	5	1	00AT0001000100030006
1017	2	en	LinkPlugin	2017-03-20 09:34:15.542-07	2017-04-11 18:36:41.215-07	1016	10	6	0	00AT00010001000300060001
1023	0	en	PicturePlugin	2017-03-20 09:21:10.06-07	2017-04-11 18:36:42.074-07	1022	10	5	0	00AT0001000100060001
1024	1	en	PicturePlugin	2017-03-20 09:20:42.388-07	2017-04-11 18:36:42.188-07	1022	10	5	0	00AT0001000100060002
\.


