3	filer_public/c0/ca/c0ca44d2-7926-44d0-b9a3-1318aefba671/bass-coast-river-art-grant-e1435691418297.jpg	102563	cfcb1cabe9d3d4082949b201b57ac84496ecd72e	f	Bass-Coast-river-art-grant-e1435691418297.jpg		\N	2017-03-18 18:13:09.177-07	2017-03-18 18:13:09.178-07	t	1	1	9
1	filer_public/56/50/5650e041-5312-410d-aff8-6190e01a4eb2/bass-coast-main-stage1-e1435691484184.jpg	98657	a5215d3504966e32935c2fbefad37418dd467df4	f	Bass-Coast-main-stage1-e1435691484184.jpg		\N	2017-03-18 18:13:09.177-07	2017-03-18 18:13:09.178-07	t	1	1	9
2	filer_public/ba/e2/bae230fb-6068-4da5-b392-afd8365e25c0/jurassic-5.jpg	174626	e6e81715755edf8469c92f117ef025302bcd52e9	f	Jurassic-5.jpg		\N	2017-03-18 18:13:09.177-07	2017-03-18 18:13:09.177-07	t	1	1	9
6	filer_public/cf/00/cf001993-eda7-46fc-9b5b-9c6db6a75223/webicon-facebook.png	731	a48cb9730b1ccc7e1d8336f007501c697cb70cf7	f	webicon-facebook.png		\N	2017-03-20 09:19:47.948-07	2017-03-20 09:19:47.948-07	t	2	1	9
7	filer_public/9d/ed/9dedb0a5-1728-4fe2-aa15-475af7d59e16/webicon-soundcloud.png	919	a070fe60bb4d5f7ac966c973f5fa8ae465ed996a	f	webicon-soundcloud.png		\N	2017-03-20 09:19:47.948-07	2017-03-20 09:19:47.948-07	t	2	1	9
5	filer_public/24/4b/244be3b0-6d73-4b09-8990-72f20d9cf5e2/webicon-youtube.png	858	d52e1630718d97e12c43de1b53c6b229b23bd8be	f	webicon-youtube.png		\N	2017-03-20 09:19:47.948-07	2017-03-20 09:19:47.948-07	t	2	1	9
8	filer_public/53/c2/53c21d15-237f-405f-ad34-01171d4a4c63/nsub_logo_inverted_no-border-1024x973.jpg	36268	4c56a76ef82e31fa9af6339591680120f1446599	f	nsub_logo_INVERTED_NO-BORDER-1024x973.jpg		\N	2017-03-21 09:37:46.991-07	2017-03-21 09:37:46.991-07	t	1	1	9
9	filer_public/83/9f/839f7cd6-161a-493f-a365-a7182395ba66/issue-4_dojillo-1024x659.png	682930	ac8ea1c0f3d3c6073f216bd4ef2d7d6359dcd8c0	f	Issue-4_dojillo-1024x659.png		\N	2017-03-21 09:39:30.048-07	2017-03-21 09:39:30.048-07	t	1	1	9
10	filer_public/3b/9a/3b9acecf-7f98-455a-a296-42579e9eee0f/issue-1-cover-635x1024.jpg	178093	7619a6825bb687903f1ff7e0f9cb8c87c947c81d	f	issue-1-cover-635x1024.jpg		\N	2017-03-21 09:42:31.738-07	2017-03-21 09:42:31.738-07	t	1	1	9
11	filer_public/65/ba/65bafca1-e966-44a6-8606-45dc932b8a79/nsub-5_amuse-126-1024x656.png	1077969	150e533591a458a97b11c6d91599b574bf23fa53	f	nsub-5_amuse-126-1024x656.png		\N	2017-03-21 09:44:33.451-07	2017-03-21 09:44:33.452-07	t	1	1	9
12	filer_public/43/4f/434f2ac1-3e77-48d9-b634-ab3d026445d0/background.jpg	466788	eecbbd6acc72d16e24e595b3e0aaa3f3e6148dfa	f	background.jpg		\N	2017-03-24 11:29:43.394-07	2017-03-24 11:29:43.394-07	t	1	1	9
13	filer_public/4e/bd/4ebdf872-b3b9-4818-bd12-2772b3c31cbb/madrid2.jpg	12514432	aa3ad68f05eacdfd4b7202bfcb023e30b7041868	f	Madrid2.jpg		\N	2017-03-24 12:37:29.116-07	2017-03-24 12:37:29.116-07	t	3	1	9
14	filer_public/fa/1e/fa1e0a4b-5f6c-43bf-84fd-466f94140545/madrid5.jpg	11860385	3294500ad1b40f513893802a7024c830eddaecf9	f	Madrid5.jpg		\N	2017-03-24 12:37:29.116-07	2017-03-24 12:37:29.116-07	t	3	1	9
15	filer_public/5b/d2/5bd22e8b-200c-48bb-9825-199c8965e03a/madrid4.jpg	10889681	ea6f5eb633c328d4e40b1f0af8665cc75b97d319	f	Madrid4.jpg		\N	2017-03-24 12:37:29.116-07	2017-03-24 12:37:29.116-07	t	3	1	9
16	filer_public/5f/f0/5ff0a577-3d18-4b61-89e8-0c1b0de8fb37/madrid8.jpg	11137802	d767b031ffc99e1949526954b26ece16bbff3c95	f	Madrid8.jpg		\N	2017-03-24 12:37:52.651-07	2017-03-24 12:37:52.651-07	t	3	1	9
17	filer_public/9c/89/9c89f9e2-ffdf-42f4-ad8f-74d459d18ab9/madrid7.jpg	14593268	055d4e0b6a860228b2fe268249f3a3a2566c8735	f	Madrid7.jpg		\N	2017-03-24 12:37:53.181-07	2017-03-24 12:37:53.181-07	t	3	1	9
18	filer_public/f2/8c/f28cf16f-453a-4d52-9675-c20e68613e16/madrid9.jpg	11001370	58cff6832ea8c3d020d132948ec83680f9a8f689	f	Madrid9.jpg		\N	2017-03-24 12:37:53.327-07	2017-03-24 12:37:53.327-07	t	3	1	9
19	filer_public/74/07/74073a57-740f-4616-944f-470f3a59784f/madrid11.jpg	791510	fbc7440439848379e66cbc326ed7f97ad6b8e9ca	f	Madrid11.jpg		\N	2017-03-24 12:38:16.514-07	2017-03-24 12:38:16.514-07	t	3	1	9
20	filer_public/87/b2/87b21004-d80f-4a7f-bf32-b68ff5bf9f46/mardid12.jpg	734885	4329fc65856af6981336dd4eefae9c883cde0b02	f	Mardid12.jpg		\N	2017-03-24 12:38:16.846-07	2017-03-24 12:38:16.846-07	t	3	1	9
21	filer_public/40/ff/40ffeff8-7bd1-43fa-8651-4dce5c8992bb/outlook-festival-credit-dan-medhurst-3-e1433556281841.jpg	70552	2671fcea41dd864cc5945a5b0df38a19778a1492	f	Outlook-Festival-credit-Dan-Medhurst-3-e1433556281841.jpg		\N	2017-03-25 08:09:27.701-07	2017-03-25 08:09:27.701-07	t	1	1	9
