1	contenttypes	0001_initial	2017-03-18 12:47:47.793-07
2	auth	0001_initial	2017-03-18 12:47:49.656-07
3	admin	0001_initial	2017-03-18 12:47:50.096-07
4	admin	0002_logentry_remove_auto_add	2017-03-18 12:47:50.285-07
5	aldryn_categories	0001_initial	2017-03-18 12:47:51.236-07
6	aldryn_categories	0002_auto_20150109_1415	2017-03-18 12:47:51.268-07
7	aldryn_categories	0003_auto_20150128_1359	2017-03-18 12:47:51.393-07
8	aldryn_categories	0004_auto_20150623_0859	2017-03-18 12:47:51.435-07
9	filer	0001_initial	2017-03-18 12:47:54.253-07
10	filer	0002_auto_20150606_2003	2017-03-18 12:47:54.838-07
11	contenttypes	0002_remove_content_type_name	2017-03-18 12:47:55.184-07
12	sites	0001_initial	2017-03-18 12:47:55.311-07
13	cms	0001_initial	2017-03-18 12:47:59.509-07
14	cms	0002_auto_20140816_1918	2017-03-18 12:48:04.525-07
15	cms	0003_auto_20140926_2347	2017-03-18 12:48:04.716-07
16	cms	0004_auto_20140924_1038	2017-03-18 12:48:15.272-07
17	cms	0005_auto_20140924_1039	2017-03-18 12:48:15.376-07
18	cms	0006_auto_20140924_1110	2017-03-18 12:48:17.532-07
19	cms	0007_auto_20141028_1559	2017-03-18 12:48:17.807-07
20	cms	0008_auto_20150208_2149	2017-03-18 12:48:17.967-07
21	cms	0008_auto_20150121_0059	2017-03-18 12:48:18.243-07
22	cms	0009_merge	2017-03-18 12:48:18.251-07
23	cms	0010_migrate_use_structure	2017-03-18 12:48:18.529-07
24	cms	0011_auto_20150419_1006	2017-03-18 12:48:18.862-07
25	cms	0012_auto_20150607_2207	2017-03-18 12:48:19.384-07
26	cms	0013_urlconfrevision	2017-03-18 12:48:19.541-07
27	cms	0014_auto_20160404_1908	2017-03-18 12:48:19.672-07
28	cms	0015_auto_20160421_0000	2017-03-18 12:48:19.878-07
29	cms	0016_auto_20160608_1535	2017-03-18 12:48:20.387-07
30	aldryn_gallery	0001_initial	2017-03-18 12:48:22.084-07
31	aldryn_gallery	0002_galleryplugin_extra_styles	2017-03-18 12:48:22.389-07
32	aldryn_gallery	0003_auto_20160821_1104	2017-03-18 12:48:23.034-07
33	aldryn_mailchimp	0001_initial	2017-03-18 12:48:26.086-07
34	aldryn_mailchimp	0002_auto_20170318_0822	2017-03-18 12:48:26.84-07
35	taggit	0001_initial	2017-03-18 12:48:27.558-07
36	aldryn_people	0001_initial	2017-03-18 12:48:31.215-07
37	aldryn_newsblog	0001_initial	2017-03-18 12:48:43.257-07
38	aldryn_newsblog	0002_newsblogconfig_template_prefix	2017-03-18 12:48:43.562-07
39	aldryn_newsblog	0003_auto_20150422_1921	2017-03-18 12:48:43.842-07
40	aldryn_newsblog	0004_auto_20150622_1606	2017-03-18 12:48:44.128-07
41	aldryn_newsblog	0005_auto_20150807_0207	2017-03-18 12:48:44.413-07
42	aldryn_newsblog	0006_auto_20160105_1013	2017-03-18 12:48:45.338-07
43	aldryn_newsblog	0007_default_newsblog_config	2017-03-18 12:48:45.603-07
44	aldryn_newsblog	0008_auto_20160106_1735	2017-03-18 12:48:46.569-07
45	aldryn_newsblog	0009_auto_20160211_1022	2017-03-18 12:48:46.887-07
46	aldryn_newsblog	0010_auto_20160316_0935	2017-03-18 12:48:49.449-07
47	aldryn_newsblog	0011_auto_20160412_1622	2017-03-18 12:48:51.62-07
48	aldryn_newsblog	0012_auto_20160503_1626	2017-03-18 12:48:55.307-07
49	aldryn_newsblog	0013_auto_20160623_1703	2017-03-18 12:48:56.916-07
50	aldryn_newsblog	0014_auto_20160821_1156	2017-03-18 12:48:58.135-07
51	aldryn_newsblog	0015_auto_20161208_0403	2017-03-18 12:48:58.568-07
52	aldryn_newsblog	0016_auto_20170317_1123	2017-03-18 12:48:59.623-07
53	aldryn_people	0002_auto_20150128_1411	2017-03-18 12:49:00.895-07
54	aldryn_people	0003_auto_20150425_2103	2017-03-18 12:49:01.582-07
55	aldryn_people	0004_auto_20150622_1606	2017-03-18 12:49:02.799-07
56	aldryn_people	0005_auto_20150723_1508	2017-03-18 12:49:04.414-07
57	aldryn_people	0006_person_groups	2017-03-18 12:49:04.981-07
58	aldryn_people	0007_copy_group	2017-03-18 12:49:05.012-07
59	aldryn_people	0008_remove_person_group	2017-03-18 12:49:05.386-07
60	aldryn_people	0009_auto_20150724_1654	2017-03-18 12:49:07.327-07
61	aldryn_people	0010_auto_20150724_1654	2017-03-18 12:49:07.362-07
62	aldryn_people	0011_auto_20150724_1900	2017-03-18 12:49:09.178-07
63	aldryn_people	0012_auto_20150728_1114	2017-03-18 12:49:09.638-07
64	aldryn_people	0013_peopleplugin_show_ungrouped	2017-03-18 12:49:10.037-07
65	aldryn_people	0014_auto_20150807_0033	2017-03-18 12:49:11.89-07
66	aldryn_people	0015_m2m_remove_null	2017-03-18 12:49:12.356-07
67	aldryn_people	0016_person_fk_to_one_to_one	2017-03-18 12:49:12.755-07
68	aldryn_people	0017_auto_20160109_1951	2017-03-18 12:49:13.369-07
69	aldryn_people	0018_auto_20160802_1852	2017-03-18 12:49:13.779-07
70	auth	0002_alter_permission_name_max_length	2017-03-18 12:49:14.101-07
71	auth	0003_alter_user_email_max_length	2017-03-18 12:49:14.722-07
72	auth	0004_alter_user_username_opts	2017-03-18 12:49:15.022-07
73	auth	0005_alter_user_last_login_null	2017-03-18 12:49:15.32-07
74	auth	0006_require_contenttypes_0002	2017-03-18 12:49:15.327-07
75	auth	0007_alter_validators_add_error_messages	2017-03-18 12:49:15.64-07
76	djangocms_column	0001_initial	2017-03-18 12:49:16.507-07
77	djangocms_column	0002_auto_20160915_0818	2017-03-18 12:49:17.204-07
78	filer	0003_thumbnailoption	2017-03-18 12:49:17.301-07
79	filer	0004_auto_20160328_1434	2017-03-18 12:49:17.619-07
80	filer	0005_auto_20160623_1425	2017-03-18 12:49:19.124-07
81	filer	0006_auto_20160623_1627	2017-03-18 12:49:19.497-07
82	djangocms_file	0001_initial	2017-03-18 12:49:19.909-07
83	djangocms_file	0002_auto_20151202_1551	2017-03-18 12:49:21.164-07
84	djangocms_file	0003_remove_related_name_for_cmsplugin_ptr	2017-03-18 12:49:21.548-07
85	djangocms_file	0004_set_related_name_for_cmsplugin_ptr	2017-03-18 12:49:21.938-07
86	djangocms_file	0005_auto_20160119_1534	2017-03-18 12:49:22.262-07
87	djangocms_file	0006_migrate_to_filer	2017-03-18 12:49:23.297-07
88	djangocms_file	0007_adapted_fields	2017-03-18 12:49:27.246-07
89	djangocms_file	0008_add_folder	2017-03-18 12:49:28.037-07
90	djangocms_file	0009_fixed_null_fields	2017-03-18 12:49:28.085-07
91	djangocms_file	0010_removed_null_fields	2017-03-18 12:49:28.406-07
92	djangocms_googlemap	0001_initial	2017-03-18 12:49:28.992-07
93	djangocms_googlemap	0002_auto_20160622_1031	2017-03-18 12:49:30.579-07
94	djangocms_googlemap	0003_auto_20160825_1829	2017-03-18 12:49:30.907-07
95	djangocms_googlemap	0004_adapted_fields	2017-03-18 12:49:43.815-07
96	djangocms_googlemap	0005_create_nested_plugins	2017-03-18 12:49:43.856-07
97	djangocms_googlemap	0006_remove_fields	2017-03-18 12:49:46.383-07
98	djangocms_googlemap	0007_reset_null_values	2017-03-18 12:49:46.421-07
99	djangocms_googlemap	0008_removed_null_fields	2017-03-18 12:49:46.788-07
100	djangocms_link	0001_initial	2017-03-18 12:49:47.441-07
101	djangocms_link	0002_auto_20140929_1705	2017-03-18 12:49:47.782-07
102	djangocms_link	0003_auto_20150212_1310	2017-03-18 12:49:48.482-07
103	djangocms_link	0004_auto_20150708_1133	2017-03-18 12:49:49.212-07
104	djangocms_link	0005_auto_20151003_1710	2017-03-18 12:49:49.55-07
105	djangocms_link	0006_remove_related_name_for_cmsplugin_ptr	2017-03-18 12:49:49.959-07
106	djangocms_link	0007_set_related_name_for_cmsplugin_ptr	2017-03-18 12:49:50.384-07
107	djangocms_link	0008_link_attributes	2017-03-18 12:49:51.299-07
108	djangocms_link	0009_auto_20160705_1344	2017-03-18 12:49:51.737-07
109	djangocms_link	0010_adapted_fields	2017-03-18 12:49:55.281-07
110	djangocms_link	0011_fixed_null_values	2017-03-18 12:49:55.317-07
111	djangocms_link	0012_removed_null	2017-03-18 12:49:56.639-07
112	djangocms_link	0013_fix_hostname	2017-03-18 12:49:57.233-07
113	djangocms_picture	0001_initial	2017-03-18 12:49:57.879-07
114	djangocms_picture	0002_auto_20151018_1927	2017-03-18 12:49:58.572-07
115	djangocms_picture	0003_migrate_to_filer	2017-03-18 12:50:00.537-07
116	djangocms_picture	0004_adapt_fields	2017-03-18 12:50:12.615-07
117	djangocms_picture	0005_reset_null_values	2017-03-18 12:50:12.657-07
118	djangocms_picture	0006_remove_null_values	2017-03-18 12:50:13.387-07
119	djangocms_picture	0007_fix_alignment	2017-03-18 12:50:13.743-07
120	djangocms_snippet	0001_initial	2017-03-18 12:50:14.635-07
121	djangocms_snippet	0002_snippet_slug	2017-03-18 12:50:16.034-07
122	djangocms_snippet	0003_auto_data_fill_slug	2017-03-18 12:50:16.078-07
123	djangocms_snippet	0004_auto_alter_slug_unique	2017-03-18 12:50:16.659-07
124	djangocms_snippet	0005_set_related_name_for_cmsplugin_ptr	2017-03-18 12:50:17.169-07
125	djangocms_snippet	0006_auto_20160831_0729	2017-03-18 12:50:18.887-07
126	djangocms_snippet	0007_auto_alter_template_helptext	2017-03-18 12:50:19.3-07
127	djangocms_style	0001_initial	2017-03-18 12:50:19.782-07
128	djangocms_style	0002_set_related_name_for_cmsplugin_ptr	2017-03-18 12:50:20.217-07
129	djangocms_style	0003_adapted_fields	2017-03-18 12:50:26.174-07
130	djangocms_style	0004_use_positive_small_integer_field	2017-03-18 12:50:29.336-07
131	djangocms_style	0005_reset_null_values	2017-03-18 12:50:29.376-07
132	djangocms_style	0006_removed_null_fields	2017-03-18 12:50:29.834-07
133	djangocms_style	0007_style_template	2017-03-18 12:50:30.736-07
134	djangocms_text_ckeditor	0001_initial	2017-03-18 12:50:31.455-07
135	djangocms_text_ckeditor	0002_remove_related_name_for_cmsplugin_ptr	2017-03-18 12:50:31.899-07
136	djangocms_text_ckeditor	0003_set_related_name_for_cmsplugin_ptr	2017-03-18 12:50:32.354-07
137	djangocms_text_ckeditor	0004_auto_20160706_1339	2017-03-18 12:50:32.395-07
138	djangocms_video	0001_initial	2017-03-18 12:50:33.039-07
139	djangocms_video	0002_set_related_name_for_cmsplugin_ptr	2017-03-18 12:50:33.497-07
140	djangocms_video	0003_field_adaptions	2017-03-18 12:50:36.494-07
141	djangocms_video	0004_move_to_attributes	2017-03-18 12:50:42.397-07
142	djangocms_video	0005_migrate_to_filer	2017-03-18 12:50:42.434-07
143	djangocms_video	0006_field_adaptions	2017-03-18 12:50:46.301-07
144	djangocms_video	0007_create_nested_plugin	2017-03-18 12:50:47.1-07
145	djangocms_video	0008_reset_null_values	2017-03-18 12:50:47.133-07
146	djangocms_video	0009_removed_null_values	2017-03-18 12:50:47.549-07
147	filer	0007_auto_20161016_1055	2017-03-18 12:50:47.56-07
148	djangocms_youtube	0001_initial	2017-03-18 12:50:48.308-07
149	djangocms_youtube	0002_auto_20170318_1204	2017-03-18 12:50:48.859-07
150	easy_thumbnails	0001_initial	2017-03-18 12:50:50.379-07
151	easy_thumbnails	0002_thumbnaildimensions	2017-03-18 12:50:50.773-07
152	menus	0001_initial	2017-03-18 12:50:50.942-07
153	reversion	0001_initial	2017-03-18 12:50:52.967-07
154	reversion	0002_auto_20141216_1509	2017-03-18 12:50:54.174-07
155	sessions	0001_initial	2017-03-18 12:50:54.694-07
156	sites	0002_alter_domain_unique	2017-03-18 12:50:55.467-07
157	taggit	0002_auto_20150616_2121	2017-03-18 12:50:55.961-07
158	aldryn_newsblog	0017_newsblogrecentarticlesplugin	2017-03-21 09:59:27.048-07
159	aldryn_newsblog	0018_auto_20170321_0958	2017-03-21 09:59:28.344-07
160	djangocms_forms	0001_initial	2017-03-21 09:59:51.233-07
161	djangocms_forms	0002_alter_model_options	2017-03-21 09:59:52.273-07
162	djangocms_forms	0003_add_referrer_field	2017-03-21 09:59:52.912-07
163	djangocms_forms	0004_redirect_delay	2017-03-21 09:59:53.263-07
164	djangocms_forms	0005_formfield_field_name	2017-03-21 09:59:53.792-07
165	djangocms_forms	0006_auto_20170321_0958	2017-03-21 09:59:54.174-07
166	aldryn_forms	0001_initial	2017-03-21 20:10:18.059-07
167	aldryn_forms	0002_auto_20151014_1631	2017-03-21 20:10:18.997-07
168	aldryn_forms	0003_auto_20151207_1038	2017-03-21 20:10:20.122-07
169	aldryn_forms	0004_auto_20151207_1825	2017-03-21 20:10:20.508-07
170	aldryn_forms	0005_auto_20160821_1026	2017-03-21 20:10:21.587-07
171	aldryn_forms	0006_auto_20160821_1039	2017-03-21 20:10:24.087-07
172	aldryn_forms	0007_auto_20170315_1421	2017-03-21 20:10:28.805-07
173	aldryn_forms	0008_auto_20170316_0845	2017-03-21 20:10:29.665-07
174	captcha	0001_initial	2017-03-21 20:11:11.814-07
175	aldryn_forms	0009_auto_20170322_0741	2017-03-22 07:41:59.346-07
176	email_notifications	0001_initial	2017-03-22 07:43:52.64-07
177	aldryn_background_image	0001_initial	2017-03-22 09:56:34.932-07
\.


